Win-Loss Percentage,SO,IP,Age,Lg,H,R,ERA,SB,BA,OBP
0.625,74,76.2,29,NL,65,33,3.76,2,0.232,0.331
0.556,74,79.2,29,AL,76,45,4.07,8,0.247,0.323
0.571,74,76.1,34,NL,61,23,2.36,4,0.226,0.302
0.231,74,103.1,24,AL,106,64,4.88,6,0.262,0.333
0.667,74,84.1,28,AL,101,55,5.55,1,0.299,0.372
0.545,74,82.2,33,AL,91,57,5.88,7,0.28,0.365
0.4,74,80.1,33,NL,68,29,3.14,5,0.229,0.3
0.375,74,74.1,27,NL,69,31,3.75,3,0.246,0.291
1,74,67.2,30,NL,60,37,4.52,12,0.234,0.325
0.667,74,67,28,AL,38,7,0.54,1,0.162,0.221
0.333,74,65.1,39,NL,54,27,3.44,6,0.228,0.343
0.357,74,100,26,NL,96,46,3.96,9,0.25,0.305
0.25,74,121,33,NL,161,83,5.8,8,0.317,0.363
0.286,74,92,30,AL,92,49,4.6,10,0.261,0.351
0.333,74,101.2,25,AL,116,51,4.43,4,0.293,0.349
0.5,74,102.1,26,NL,92,42,3.25,7,0.24,0.291
0.364,74,86,26,AL,96,54,5.23,9,0.28,0.33
0.8,74,65.2,27,NL,45,13,1.78,5,0.198,0.268
0.4,74,69.2,27,NL,53,19,2.33,1,0.211,0.277
0.444,74,84.1,29,AL,89,47,4.38,3,0.271,0.317
0.273,74,71.1,37,AL,47,31,3.41,2,0.184,0.28
0.385,74,84.2,24,NL,102,61,6.17,0,0.303,0.361
0.182,74,73,26,AL,46,29,3.33,7,0.179,0.254
0.353,74,142,21,AL,166,81,4.75,12,0.304,0.388
0.444,74,128,27,AL,102,59,3.38,5,0.212,0.271
0.5,74,181.2,33,AL,222,117,5.3,16,0.306,0.361
0.667,74,75.1,23,NL,57,24,2.75,3,0.204,0.262
0.308,74,144.1,28,AL,143,75,4.49,6,0.258,0.321
0.4,73,81.2,25,NL,78,41,3.75,4,0.247,0.299
0.5,73,67.2,28,AL,62,32,3.72,4,0.247,0.32
0.571,73,65,24,AL,45,20,2.63,1,0.19,0.234
0.533,73,82,35,NL,80,36,3.29,1,0.251,0.286
0.4,73,163.2,26,NL,179,91,4.78,4,0.283,0.327
0.769,73,121,25,AL,115,52,3.64,0,0.252,0.303
0.571,73,67.2,28,AL,50,21,2.66,1,0.205,0.311
0.385,73,87,23,NL,91,49,4.45,2,0.275,0.349
0.4,73,76.2,29,AL,71,36,3.52,3,0.247,0.299
0.5,73,74.1,26,AL,50,23,2.42,2,0.186,0.228
0.545,73,116.1,36,AL,103,53,3.71,2,0.236,0.285
0.529,73,127.1,28,NL,151,81,5.44,9,0.298,0.357
0.833,73,74.2,28,NL,63,31,3.62,9,0.224,0.309
0.667,73,72,25,NL,63,28,3.25,4,0.234,0.318
0.538,73,116.2,24,NL,130,66,4.78,3,0.292,0.372
0.286,73,77.1,24,NL,59,26,2.21,7,0.209,0.293
0.714,73,68.2,31,AL,42,14,1.7,4,0.174,0.256
0.5,73,68,32,NL,49,23,3.04,7,0.198,0.256
0.267,73,128.1,27,AL,170,89,5.68,12,0.318,0.372
0.8,73,67,35,AL,47,15,2.01,10,0.198,0.268
0.667,73,71,28,NL,37,19,2.41,2,0.152,0.238
0.7,73,75,25,AL,60,31,3.24,4,0.216,0.295
0.571,73,111,28,AL,115,44,3.24,13,0.267,0.313
0.667,73,77.2,27,NL,57,33,3.71,4,0.205,0.271
0.8,73,66.2,31,NL,48,14,1.75,6,0.196,0.265
0.636,73,93,36,NL,84,38,3.29,9,0.243,0.312
0.875,73,82.2,32,NL,53,18,1.74,5,0.186,0.248
0.462,73,127.2,32,AL,133,68,4.65,11,0.273,0.339
0.667,72,65.2,27,AL,51,27,3.29,10,0.208,0.271
0.714,72,67,33,AL,60,22,2.69,1,0.234,0.285
0.375,72,78,35,AL,82,48,4.85,2,0.267,0.324
0.4,72,69,28,AL,69,39,4.83,13,0.256,0.313
0.25,72,81,21,AL,100,67,7.11,9,0.304,0.382
0.583,72,68,29,AL,59,26,3.04,1,0.23,0.294
0.538,72,115.2,25,AL,103,58,4.05,4,0.234,0.28
0.4,72,66,33,NL,54,19,2.59,3,0.224,0.267
0.5,72,102.2,27,NL,114,74,6.14,0,0.283,0.36
0.267,72,91.1,24,AL,116,67,6.11,2,0.306,0.357
0.6,72,92.2,33,NL,89,43,3.98,10,0.257,0.313
0.5,72,72.1,30,NL,58,22,2.61,3,0.217,0.277
0.333,72,89.1,31,NL,103,58,5.64,7,0.299,0.363
0,72,69.2,25,NL,65,37,4.52,3,0.238,0.301
0.6,72,86.1,36,AL,99,48,4.9,4,0.285,0.353
0.5,72,109,22,NL,119,59,4.71,2,0.28,0.344
0.444,72,81.1,35,NL,100,40,3.65,4,0.304,0.328
0.417,72,77.2,30,NL,89,42,4.64,12,0.282,0.327
0.6,72,79.1,30,AL,47,22,2.27,14,0.171,0.269
0.714,72,65.2,35,NL,74,30,4.11,1,0.279,0.326
0.429,72,67.2,28,NL,53,21,2.66,1,0.212,0.288
0.643,72,117.2,34,NL,111,61,4.05,6,0.257,0.359
0.636,72,104.1,29,AL,87,38,3.11,3,0.231,0.312
0.556,72,71.1,24,AL,56,31,3.79,12,0.215,0.277
0.556,72,68.1,27,AL,70,25,3.16,3,0.265,0.294
0.6,72,74.2,34,AL,41,21,2.53,3,0.16,0.242
1,72,71.2,28,NL,57,19,2.39,5,0.215,0.28
0.222,72,72,30,NL,65,37,4.38,12,0.241,0.316
0.5,72,79.1,25,AL,72,40,4.31,4,0.242,0.34
0.231,72,122.2,27,NL,146,72,4.92,8,0.3,0.333
0.667,72,69.2,26,NL,59,29,3.62,2,0.226,0.243
0.25,71,73.1,24,AL,63,42,4.66,18,0.232,0.326
0.333,71,68.2,32,NL,68,49,5.9,4,0.261,0.354
0.625,71,83,34,AL,57,25,2.71,2,0.194,0.218
0.353,71,99,27,NL,108,74,5.64,6,0.271,0.335
0.583,71,83.1,25,NL,72,40,3.56,2,0.229,0.298
0.8,71,84.1,26,NL,68,36,3.2,5,0.221,0.302
0.833,71,85,30,NL,75,31,2.65,2,0.24,0.287
0.571,71,66.2,26,AL,62,32,4.05,7,0.248,0.337
0.182,71,72,23,AL,83,54,6.5,1,0.284,0.364
0.667,71,69.1,23,AL,75,30,3.38,1,0.271,0.321
0.375,71,68.2,27,AL,70,35,4.59,3,0.262,0.323
0.571,71,67.2,28,NL,64,34,3.86,7,0.245,0.308
0.429,71,117.2,25,NL,120,55,3.75,4,0.264,0.322
0.6,71,76.2,30,AL,66,24,2.35,6,0.232,0.273
0.375,71,71,29,NL,51,15,1.9,1,0.195,0.236
0.353,71,113,23,NL,148,81,6.13,17,0.324,0.368
0.4,71,68,24,AL,49,22,2.91,5,0.201,0.322
0.615,71,120.2,32,NL,132,58,3.95,5,0.283,0.34
0.5,71,74.2,29,AL,53,26,3.01,4,0.194,0.272
0.571,71,69.1,22,AL,43,21,2.73,0,0.176,0.246
0.5,71,143.1,25,NL,175,82,4.65,18,0.302,0.357
0.571,71,65,28,NL,62,27,3.46,2,0.25,0.309
0.333,71,65.2,26,AL,53,13,1.78,1,0.216,0.266
0.571,70,66.2,29,AL,63,35,4.46,6,0.246,0.301
0.375,70,96,24,NL,111,61,5.44,2,0.291,0.357
0.667,70,67.2,29,AL,72,46,5.99,2,0.276,0.365
0.667,70,80,24,NL,76,44,4.28,6,0.25,0.319
0.429,70,77.2,21,NL,59,33,3.59,3,0.208,0.33
0.4,70,73,27,AL,75,46,5.42,11,0.263,0.326
0.667,70,66.1,33,AL,63,24,3.26,4,0.249,0.308
0.444,70,68,31,AL,51,27,3.18,0,0.208,0.281
0.6,70,105.1,26,AL,114,50,4.19,7,0.28,0.338
0.143,70,66.1,32,NL,61,27,3.39,6,0.242,0.297
0.429,70,101.2,32,NL,117,67,4.51,3,0.283,0.341
0.2,70,101,25,NL,127,72,6.15,8,0.31,0.374
0.364,70,111,28,NL,119,55,4.38,2,0.279,0.325
0.222,70,90.1,29,NL,81,47,4.18,8,0.242,0.31
0.714,70,69,25,NL,59,32,3.78,6,0.23,0.309
0.636,70,73.1,24,NL,57,26,3.07,3,0.214,0.307
0.8,70,66.1,22,AL,52,18,2.17,6,0.217,0.295
0.2,70,65,28,NL,67,26,3.6,3,0.271,0.322
0.091,70,87,25,AL,88,57,5.17,13,0.263,0.333
0.385,70,90,22,AL,114,66,6.3,6,0.312,0.367
0.6,70,71,28,NL,60,15,1.39,3,0.223,0.247
0.7,70,69,35,AL,74,43,5.09,8,0.276,0.337
0.375,70,71,25,NL,61,31,3.55,4,0.232,0.331
0.727,70,65.1,29,AL,50,20,2.62,13,0.215,0.303
0.5,70,65.2,24,NL,54,30,3.56,13,0.22,0.344
0.6,70,87.1,27,NL,73,37,3.4,1,0.23,0.328
0.875,70,79.2,23,NL,51,15,1.69,1,0.183,0.237
0.556,70,80,27,NL,53,25,2.14,10,0.185,0.273
0.4,69,74,25,AL,82,39,4.74,5,0.282,0.324
0.778,69,69.2,31,NL,43,30,3.1,5,0.174,0.256
0.833,69,66.2,24,AL,75,44,5.67,0,0.281,0.349
0.333,69,73,25,AL,73,51,6.16,3,0.255,0.339
0.333,69,74.1,31,AL,76,53,5.93,7,0.261,0.35
0.417,69,76,26,NL,79,50,5.21,1,0.259,0.325
0.5,69,90.1,23,NL,94,45,4.38,4,0.266,0.327
0,69,65.1,27,NL,58,36,4.55,0,0.237,0.302
0.667,69,77.2,30,AL,73,41,4.52,4,0.251,0.324
0.545,69,68.1,27,NL,59,31,4.08,2,0.233,0.319
0.375,69,84.1,29,NL,82,36,3.74,7,0.259,0.315
0.286,69,66.2,28,AL,56,26,3.24,5,0.231,0.311
0.357,69,125.2,28,NL,142,82,5.8,2,0.287,0.34
0.6,69,70,27,NL,55,19,1.67,8,0.212,0.263
0.5,69,76.2,22,NL,64,33,3.64,1,0.223,0.28
0,69,83.2,26,NL,71,37,3.76,3,0.228,0.282
0.75,69,71.2,26,AL,56,23,2.76,4,0.214,0.289
0.6,69,96,27,AL,89,33,2.91,3,0.249,0.291
0.273,69,80,32,NL,91,36,3.71,1,0.282,0.326
0.889,69,71,29,NL,47,22,2.54,4,0.187,0.281
0.6,69,102.2,29,AL,91,47,3.86,2,0.238,0.297
0.25,69,109,29,AL,126,71,5.12,5,0.288,0.33
0.875,69,67,29,AL,49,17,2.28,4,0.203,0.254
0.556,69,75.1,40,AL,65,26,2.87,4,0.232,0.286
0.667,69,67.2,32,AL,55,17,2.26,3,0.217,0.287
0.25,69,108.2,28,AL,118,64,4.47,10,0.279,0.345
0.333,69,72.1,33,AL,52,21,2.24,9,0.199,0.298
0.667,68,73.1,33,AL,73,35,4.3,3,0.254,0.294
0.5,68,84.2,26,NL,86,55,5.31,2,0.263,0.332
0.091,68,80,25,AL,94,73,7.09,2,0.288,0.348
0.25,68,70,26,NL,77,51,6.56,6,0.283,0.369
0.714,68,67.1,34,NL,71,28,3.61,3,0.27,0.32
0.364,68,70.2,25,AL,74,51,5.86,6,0.267,0.371
0.667,68,92,34,AL,75,37,3.33,2,0.221,0.301
0.667,68,65.2,30,AL,57,34,4.39,7,0.234,0.33
0.625,68,73.2,24,NL,88,44,5.01,2,0.297,0.344
0.222,68,72,25,NL,74,44,5.12,1,0.27,0.355
0.714,68,75,26,NL,77,39,4.44,2,0.265,0.344
0.417,68,65.2,33,NL,59,35,4.66,5,0.237,0.338
0.385,68,66.2,32,AL,70,31,4.05,2,0.271,0.343
0.6,68,68.1,25,AL,70,27,3.56,3,0.27,0.349
0,68,80,27,NL,92,52,5.51,6,0.291,0.36
0.5,68,71,30,AL,42,18,1.9,7,0.168,0.237
0.75,68,77.2,22,NL,74,31,3.59,5,0.251,0.3
0.778,68,67.1,33,NL,44,14,1.87,2,0.183,0.217
0.778,68,74.2,30,AL,45,16,1.81,3,0.172,0.234
0.5,68,89,24,AL,116,67,6.37,4,0.314,0.366
0.545,68,86.1,26,AL,71,28,2.81,3,0.223,0.26
0.5,68,81,25,NL,49,24,2,6,0.171,0.248
0.143,68,106.2,25,AL,107,71,5.82,6,0.266,0.329
0.6,68,107,27,AL,103,49,4.04,13,0.251,0.307
0.455,68,161,28,AL,194,101,5.42,5,0.302,0.345
0.765,68,128,23,AL,126,55,3.73,5,0.255,0.304
0.4,68,71.2,25,NL,70,32,4.02,2,0.26,0.329
0.5,67,67,36,AL,67,30,4.03,1,0.256,0.282
0.091,67,110.2,26,AL,126,77,5.61,2,0.28,0.323
0.4,67,97.2,24,AL,96,48,3.87,16,0.256,0.318
0.75,67,75,24,NL,81,40,4.44,1,0.277,0.355
0.4,67,91,31,NL,112,67,6.43,8,0.309,0.39
0.4,67,71,26,AL,79,41,4.94,2,0.275,0.317
0.2,67,70.1,32,NL,61,44,5.12,1,0.23,0.345
0.417,67,92.2,28,NL,110,70,6.7,4,0.295,0.381
0.273,67,111.1,26,AL,124,74,5.66,7,0.279,0.324
0.364,67,79.1,29,NL,80,47,4.76,4,0.264,0.339
0.438,67,107.1,29,AL,116,62,4.95,3,0.276,0.333
0.462,67,75.1,27,AL,79,34,3.7,3,0.266,0.321
0.364,67,93.1,25,NL,107,55,5.3,5,0.292,0.352
1,67,68,27,NL,64,22,2.65,2,0.249,0.316
0.273,67,111,24,NL,112,56,4.38,6,0.264,0.327
0.6,67,67.1,26,AL,62,22,2.54,16,0.238,0.31
0.5,67,108,29,AL,105,48,3.83,5,0.259,0.338
0.538,67,91,30,NL,79,42,3.46,16,0.234,0.289
0.5,67,66,25,NL,47,21,2.86,1,0.2,0.282
0.4,67,103.2,35,NL,124,73,5.73,5,0.299,0.363
0.5,67,152.1,23,AL,168,76,4.43,15,0.281,0.317
0.286,67,85.1,25,AL,97,59,5.48,11,0.294,0.36
0.2,67,94,20,NL,107,61,5.36,4,0.285,0.338
0.333,67,73.2,26,NL,59,9,0.98,5,0.221,0.283
0.4,67,104.1,29,NL,119,61,5,6,0.293,0.331
0.75,66,96.1,32,AL,86,45,3.83,1,0.234,0.29
0.444,66,86,31,AL,79,37,3.56,5,0.245,0.294
0.25,66,74,29,AL,87,53,6.08,2,0.297,0.392
0.333,66,67.1,30,NL,67,31,3.88,5,0.262,0.3
0.583,66,83,27,AL,103,55,5.31,8,0.3,0.351
0.5,66,65.2,28,NL,49,22,2.74,11,0.201,0.313
0.273,66,71,22,AL,78,48,5.83,2,0.275,0.34
0.273,66,91.2,26,NL,100,55,5.2,3,0.283,0.365
0.563,66,105.1,30,AL,118,63,4.87,6,0.284,0.325
0.25,66,82.2,30,AL,73,39,3.7,3,0.233,0.317
0.615,66,111.1,23,NL,118,44,3.15,9,0.278,0.344
0.556,66,100.1,22,NL,109,50,4.04,12,0.284,0.354
0.556,66,90.2,29,NL,89,41,3.97,8,0.256,0.288
1,66,66,28,AL,49,26,3.27,5,0.203,0.259
0.75,66,86,24,AL,66,38,2.93,4,0.207,0.263
0.667,66,75,26,AL,69,40,4.44,2,0.245,0.318
0.667,66,74.1,26,NL,65,28,2.78,6,0.234,0.304
0.5,66,68.2,29,NL,54,24,2.62,13,0.216,0.296
0.4,66,72,24,NL,94,59,6.12,6,0.318,0.379
0.667,65,68.1,26,NL,61,28,3.16,4,0.236,0.317
0.625,65,91.1,31,NL,78,41,3.45,0,0.23,0.288
0.667,65,78.2,34,NL,94,45,4.92,2,0.3,0.343
0.545,65,112.1,30,NL,111,62,4.73,4,0.261,0.315
0.5,65,71.1,31,NL,52,16,1.64,2,0.204,0.241
0.286,65,67.2,27,NL,62,32,3.86,4,0.254,0.344
0.364,65,96.1,27,NL,85,44,3.36,11,0.237,0.308
0.5,65,65,30,NL,73,32,4.02,3,0.285,0.354
0.857,65,72.1,30,AL,56,25,2.86,5,0.219,0.294
0.455,65,90.2,30,AL,80,45,4.27,14,0.235,0.307
0.5,65,70,38,AL,61,25,3.09,16,0.24,0.312
1,65,71.2,26,AL,67,19,2.39,3,0.256,0.334
0.556,65,73.2,30,NL,80,33,3.91,4,0.277,0.319
0.6,65,78.1,33,NL,68,39,3.68,11,0.239,0.327
0.778,64,69.2,28,AL,59,27,3.1,0,0.222,0.253
0.545,64,81.1,30,NL,73,26,2.88,0,0.24,0.26
0.455,64,76,27,AL,68,41,4.74,1,0.242,0.32
0.571,64,68,31,NL,50,16,1.99,4,0.208,0.324
0.8,64,77.2,35,NL,77,42,4.75,3,0.262,0.325
0.6,64,81.2,27,NL,83,33,3.42,2,0.264,0.315
0.111,64,86,26,AL,78,36,3.56,7,0.244,0.325
0.5,64,96.2,25,AL,88,46,3.35,2,0.238,0.299
0.571,64,69.2,25,AL,52,23,2.71,7,0.206,0.281
0.471,64,123.2,39,NL,134,62,4.44,3,0.282,0.34
0.4,64,90,25,AL,92,49,4.6,1,0.261,0.338
0.4,64,75.2,35,AL,84,46,4.76,1,0.275,0.337
0.333,64,129.1,29,AL,147,81,4.8,7,0.289,0.358
0.556,64,69,25,AL,51,22,2.35,6,0.204,0.282
0.5,64,76.1,26,AL,61,26,2.59,11,0.216,0.276
0.429,64,66.1,29,NL,49,24,2.71,10,0.203,0.269
0.75,64,69.2,31,NL,59,29,3.75,0,0.231,0.295
0.375,64,65,32,NL,59,25,3.32,7,0.244,0.311
0.6,64,77,25,AL,80,29,3.39,2,0.268,0.338
0.875,64,82.1,24,AL,74,29,3.06,1,0.236,0.28
0.182,64,98,23,NL,114,66,5.51,13,0.288,0.374
0.231,64,120,29,NL,117,59,3.3,18,0.256,0.311
0.385,64,110,26,AL,140,78,5.4,11,0.306,0.361
0.143,64,85.1,23,NL,83,57,5.27,13,0.252,0.32
0.375,64,120.2,29,AL,135,70,4.62,4,0.29,0.35
0.636,63,69.1,27,NL,55,26,2.73,2,0.216,0.269
0,63,68.1,33,NL,87,54,6.59,0,0.311,0.361
0.625,63,70,35,NL,60,32,3.47,3,0.232,0.328
0.444,63,65.1,29,NL,65,30,3.72,2,0.252,0.317
0.5,63,78,25,AL,75,43,4.38,3,0.249,0.325
0.273,63,70.2,25,NL,74,60,7.39,4,0.269,0.363
0.125,63,93,29,AL,125,86,7.84,2,0.324,0.406
0.636,63,68.1,23,NL,63,34,4.21,5,0.244,0.295
0.25,63,67,34,NL,49,26,2.82,6,0.203,0.301
0.389,63,90.2,26,AL,90,39,3.77,7,0.266,0.324
0.8,63,67,28,NL,51,19,2.28,1,0.224,0.314
0.545,63,65.1,37,NL,36,17,2.34,5,0.159,0.242
0.4,63,121,29,NL,129,53,3.79,3,0.277,0.31
0.417,63,103,31,NL,120,56,4.19,1,0.295,0.339
0.4,63,66.2,28,NL,72,28,3.51,6,0.275,0.362
0.353,63,94,28,AL,99,54,5.07,10,0.269,0.339
0.182,63,66.2,34,AL,66,33,4.32,3,0.257,0.324
0.667,63,68.2,24,NL,51,39,4.19,10,0.206,0.293
0.5,63,93.2,27,NL,107,59,5.38,6,0.289,0.344
0.4,63,66.1,33,NL,45,15,2.04,4,0.191,0.254
0.375,63,70.1,32,NL,89,54,6.27,4,0.306,0.356
0.6,63,87.2,32,NL,68,31,2.87,3,0.214,0.288
0.714,63,68,29,NL,49,22,2.25,6,0.202,0.262
0.6,63,76,27,NL,64,27,2.96,7,0.233,0.274
0.5,63,83,25,NL,110,65,7.05,2,0.32,0.408
0.8,63,68.2,32,NL,63,29,3.8,3,0.246,0.328
0.714,63,68.2,28,AL,74,29,3.67,4,0.272,0.332
0.5,63,111.2,47,NL,103,64,4.84,12,0.24,0.282
0.429,63,101.1,32,NL,115,76,5.95,5,0.29,0.361
0.286,62,84.2,27,NL,99,53,5.21,2,0.293,0.345
0.333,62,71.1,27,NL,71,35,4.29,4,0.259,0.306
0.111,62,65.1,24,AL,64,44,5.92,6,0.257,0.356
0.333,62,66,27,AL,48,26,3.55,8,0.2,0.276
0.571,62,67.2,26,AL,69,28,3.06,7,0.259,0.317
0.6,62,76.2,30,NL,57,22,2.23,0,0.207,0.25
0.2,62,74.2,27,AL,80,35,4.1,3,0.278,0.322
0.8,62,75.1,30,NL,55,17,1.91,3,0.205,0.26
0.6,62,76.1,26,AL,46,17,1.65,2,0.178,0.248
0.444,62,65.1,33,NL,53,19,2.34,9,0.215,0.269
0.417,62,73,33,NL,76,37,4.32,3,0.269,0.304
0.857,62,71,29,NL,61,26,3.17,2,0.229,0.292
0.667,62,72,29,NL,65,27,2.88,5,0.242,0.32
0.364,62,93.2,26,NL,110,55,5.09,5,0.287,0.322
0.333,62,96.2,26,AL,106,57,5.03,1,0.284,0.334
0.5,62,65.1,27,AL,68,43,5.1,8,0.261,0.335
0.333,62,70.1,29,NL,76,30,3.71,6,0.273,0.347
0.5,62,145.2,32,AL,182,90,5.13,5,0.311,0.352
0.625,62,69.2,25,AL,66,30,3.75,6,0.254,0.339
0.429,62,127.2,31,NL,147,77,5.08,4,0.29,0.357
0.5,62,68,28,AL,53,27,3.04,7,0.215,0.295
1,61,67.2,30,AL,62,38,4.66,3,0.242,0.283
0.5,61,77.1,29,AL,76,52,5.94,2,0.253,0.325
0.417,61,84,32,NL,92,56,5.89,4,0.283,0.361
0.5,61,74,32,NL,89,50,5.96,4,0.297,0.332
0.3,61,82.1,38,NL,80,51,4.81,6,0.254,0.345
0.5,61,108.1,32,AL,115,49,3.9,11,0.275,0.316
0.25,61,67.1,27,AL,45,31,3.74,6,0.189,0.274
0.5,61,78.1,27,NL,95,56,6.09,8,0.298,0.341
0.538,61,92.1,22,AL,74,35,3.22,4,0.224,0.32
0.278,61,129.1,33,AL,157,76,4.94,7,0.297,0.34
0.625,61,82,32,AL,80,41,4.17,6,0.253,0.328
0.667,61,96.1,27,AL,91,42,3.55,4,0.245,0.3
0.182,61,66,32,AL,61,29,3.82,14,0.242,0.315
0.556,61,68.2,27,NL,65,24,2.49,1,0.249,0.303
0.2,61,111.1,25,NL,137,81,6.31,19,0.306,0.365
0.333,61,83.1,23,AL,86,40,4,5,0.27,0.335
0.222,61,101,25,AL,119,73,5.7,4,0.288,0.342
0.2,61,68.2,29,NL,56,17,1.83,3,0.221,0.267
0.364,61,72,29,NL,65,30,3.5,2,0.24,0.287
0.429,61,67.2,35,AL,44,23,2.93,5,0.188,0.244
0.556,61,72,27,NL,60,33,3.75,1,0.23,0.32
0.333,61,90.1,27,NL,113,56,4.98,4,0.31,0.37
0.429,61,100.1,32,NL,110,70,5.47,5,0.283,0.354
0.545,61,82.2,28,NL,65,18,1.85,1,0.219,0.282
0.222,60,65.2,30,NL,85,35,4.66,4,0.308,0.349
,60,67.2,25,AL,43,17,2.13,2,0.184,0.268
0.917,60,66.1,26,NL,51,29,3.66,1,0.217,0.316
0.25,60,66,25,AL,53,27,3.14,4,0.214,0.27
0.444,60,76.2,26,AL,78,45,5.28,1,0.261,0.314
0.286,60,71.1,30,NL,61,22,2.65,5,0.229,0.296
0.6,60,65.2,33,AL,65,30,3.97,4,0.258,0.342
0.556,60,74.2,26,NL,86,54,6.39,2,0.289,0.351
0.3,60,70.1,31,NL,68,34,4.22,10,0.257,0.329
0.636,60,76.1,31,NL,75,37,4.13,13,0.26,0.346
0.333,60,108.2,26,NL,130,60,4.72,5,0.302,0.361
0.286,60,78,26,AL,86,52,5.42,1,0.282,0.336
0.143,60,75.1,24,AL,82,44,5.26,6,0.277,0.362
0.2,60,75,29,AL,73,33,3.24,7,0.263,0.327
0.571,60,75.2,25,AL,94,44,5.23,5,0.308,0.353
0.5,60,69,26,AL,53,24,3.13,6,0.214,0.259
0.091,60,78.1,31,NL,85,48,5.29,2,0.284,0.335
0.667,60,82.2,26,AL,76,34,3.48,6,0.241,0.31
0.5,60,67,21,AL,52,28,3.63,7,0.216,0.349
0.2,60,75.1,26,NL,58,20,2.27,8,0.21,0.277
0.571,59,66.1,34,NL,49,22,2.44,2,0.209,0.284
0.571,59,78.2,32,NL,57,17,1.94,7,0.212,0.276
0.556,59,69,27,AL,62,23,2.48,3,0.246,0.319
0.364,59,65.1,27,AL,55,31,3.72,2,0.222,0.303
0.571,59,67,26,AL,58,29,3.49,0,0.228,0.304
0.8,59,67,25,NL,65,28,3.76,3,0.258,0.318
0.333,59,69.2,30,AL,52,20,2.33,4,0.206,0.278
0.5,59,76,30,NL,75,32,3.67,4,0.256,0.289
0.5,59,72.1,30,AL,58,20,2.12,10,0.22,0.263
0.571,59,70,24,AL,54,12,1.41,6,0.214,0.295
0.6,59,74,25,AL,60,29,3.04,7,0.223,0.3
0.5,59,76.1,25,AL,56,18,1.89,5,0.2,0.219
0.75,59,76.2,26,AL,58,21,1.88,2,0.214,0.295
0.857,59,73.2,25,NL,50,17,2.08,7,0.192,0.277
0.444,59,68.2,30,NL,63,29,3.54,1,0.241,0.295
0.4,59,89.2,22,AL,111,54,5.32,8,0.313,0.368
0.5,59,68.1,33,AL,86,45,5.53,6,0.306,0.363
0.571,59,114.2,26,NL,110,50,3.22,3,0.255,0.311
0.545,59,72.2,35,NL,68,32,3.84,12,0.246,0.337
0.091,59,87.1,35,NL,98,57,5.15,7,0.284,0.34
0.143,59,79.2,26,NL,112,79,7.57,12,0.332,0.386
0.25,58,67.1,32,AL,73,44,5.35,5,0.276,0.362
0.375,58,76,29,NL,81,55,6.39,0,0.277,0.359
0.6,58,72,31,NL,69,44,5.38,5,0.251,0.332
0.4,58,66.2,28,AL,57,27,3.24,1,0.232,0.299
0.455,58,71,33,NL,75,46,5.07,8,0.269,0.326
0.125,58,70,25,NL,84,54,6.43,10,0.303,0.374
0.308,58,83.2,24,NL,91,59,6.13,1,0.275,0.341
0.286,58,67.2,31,NL,52,26,3.06,5,0.215,0.28
0.833,58,75,25,NL,56,23,2.76,1,0.207,0.287
0.6,58,78.2,33,NL,65,24,2.17,1,0.231,0.284
0.545,58,67.2,24,AL,59,31,3.99,7,0.238,0.349
0.5,58,77,28,NL,66,26,2.69,3,0.234,0.276
0.8,58,74.2,24,AL,83,37,4.22,6,0.277,0.337
0.8,58,73.1,28,NL,56,20,2.21,6,0.211,0.279
0.5,58,87.2,27,AL,88,48,4.11,2,0.252,0.297
0.714,58,66.1,27,AL,52,18,2.44,1,0.217,0.33
0.714,58,72,31,NL,77,33,3.25,0,0.276,0.32
0.545,58,91,28,AL,80,30,2.67,4,0.238,0.285
0.25,58,77.2,29,NL,56,30,3.36,0,0.197,0.255
0.5,58,71.2,24,NL,73,35,4.14,7,0.262,0.309
0.625,58,67,36,NL,64,28,3.22,6,0.251,0.319
0.111,57,71.2,33,AL,85,58,6.4,4,0.291,0.358
0.3,57,89.1,22,NL,119,74,7.25,3,0.321,0.387
0.222,57,86.1,23,AL,75,41,3.96,8,0.236,0.346
0.429,57,69.1,27,AL,67,34,4.15,4,0.255,0.355
0.667,57,82.1,24,AL,78,41,4.26,3,0.255,0.326
0.833,57,70.2,31,AL,54,14,1.53,1,0.211,0.241
0.222,57,67.1,34,NL,69,33,4.28,8,0.272,0.343
0.5,57,65.1,31,AL,64,26,3.58,2,0.259,0.316
0.778,57,65.2,30,AL,47,22,3.02,0,0.195,0.227
0.182,57,69.1,25,NL,82,42,4.93,7,0.292,0.352
0.5,57,69.1,33,NL,67,28,3.25,0,0.254,0.31
0.455,57,102.2,23,NL,90,42,3.59,2,0.237,0.297
0.625,57,72.1,23,AL,79,44,4.98,3,0.273,0.336
0.545,57,79,28,AL,69,40,4.44,8,0.241,0.367
0.667,57,69.1,29,NL,72,39,4.54,2,0.274,0.344
0.4,57,74.2,28,AL,81,36,3.74,14,0.275,0.314
0.889,57,70.1,27,AL,54,19,1.79,2,0.206,0.228
0.143,57,75.2,29,NL,78,42,5,0,0.271,0.355
0.667,56,66,28,NL,57,28,3.68,4,0.24,0.322
0.571,56,70.1,30,NL,56,23,2.69,14,0.228,0.29
0.5,56,92,32,AL,99,60,5.77,2,0.279,0.359
